x,psi_0,psi_1,psi_2,psi_3,psi_4,psi_5
-2.226666666666666572e+00,7.594447024535711833e-04,-3.966216262399431449e-04,-1.257796211721214173e-03,2.295326802244290840e-03,4.210452672776962557e-03,-7.557350512082846618e-03
-2.219999999999999751e+00,8.269561965807853974e-04,-4.317590209072616914e-04,-1.366785141396496426e-03,2.490781831214977562e-03,4.560109510369256096e-03,-8.166804977945594027e-03
-2.213333333333332931e+00,8.999116507676088381e-04,-4.697173803511422129e-04,-1.484276873112405377e-03,2.701140575162952299e-03,4.935551779814251194e-03,-8.819443044944775059e-03
-2.206666666666666554e+00,9.786988694203862301e-04,-5.106964457915201712e-04,-1.610849817130021117e-03,2.927384196179723830e-03,5.338395365598176852e-03,-9.517809612380986536e-03
-2.200000000000000178e+00,1.063728918224110575e-03,-5.549078271001428152e-04,-1.747114614830445585e-03,3.170545588491255166e-03,5.770334108467957933e-03,-1.026455820877782317e-02
-2.193333333333333357e+00,1.155437175004406193e-03,-6.025755289461810684e-04,-1.893715381142554392e-03,3.431711113063967960e-03,6.233141780451737293e-03,-1.106245246885513220e-02
-2.186666666666666536e+00,1.254284402596738323e-03,-6.539364870208193249e-04,-2.051330953660428051e-03,3.712022315544358155e-03,6.728673970888240582e-03,-1.191436736761745073e-02
-2.179999999999999716e+00,1.360757842249666260e-03,-7.092411135164012432e-04,-2.220676144987480342e-03,4.012677620526010867e-03,7.258869869975700245e-03,-1.282329018836068230e-02
-2.173333333333332895e+00,1.475372325914739609e-03,-7.687538509451822145e-04,-2.402502994580815211e-03,4.334933994714990947e-03,7.825753935770535241e-03,-1.379232120082152929e-02
-2.166666666666666519e+00,1.598671405595913919e-03,-8.327537332895935300e-04,-2.597602016102956712e-03,4.680108571144166348e-03,8.431437430008256392e-03,-1.482467402518840120e-02
-2.160000000000000142e+00,1.731228497746597648e-03,-9.015349533804023529e-04,-2.806803436019869157e-03,5.049580226171038189e-03,9.078119807588432705e-03,-1.592367565726718337e-02
-2.153333333333333321e+00,1.873648040513070873e-03,-9.754074353015354526e-04,-3.030978418915225570e-03,5.444791100584674311e-03,9.768089944066785449e-03,-1.709276612975814749e-02
-2.146666666666666501e+00,2.026566661429648510e-03,-1.054697410520912242e-03,-3.271040274722414754e-03,5.867248055747539652e-03,1.050372718503500211e-02,-1.833549778435951752e-02
-2.139999999999999680e+00,2.190654352974144483e-03,-1.139747996345741570e-03,-3.527945642809126887e-03,6.318524055310173818e-03,1.128750220084766623e-02,-1.965553412927615803e-02
-2.133333333333333304e+00,2.366615653192581919e-03,-1.230919775198716223e-03,-3.802695647585790581e-03,6.800259462663260472e-03,1.212197762978053407e-02,-2.105664825668651999e-02
-2.126666666666666483e+00,2.555190828400427834e-03,-1.328591373108796740e-03,-4.096337020050189182e-03,7.314163243935522217e-03,1.300980849238019856e-02,-2.254272079481495217e-02
-2.120000000000000107e+00,2.757157054764633897e-03,-1.433160035707189538e-03,-4.409963179427660480e-03,7.862014066009788416e-03,1.395374235949693210e-02,-2.411773736947679658e-02
-2.113333333333333286e+00,2.973329595367248373e-03,-1.545042199916157356e-03,-4.744715268820992420e-03,8.445661278716492734e-03,1.495661925628514674e-02,-2.578578555031770317e-02
-2.106666666666666465e+00,3.204562969148217182e-03,-1.664674059415894832e-03,-5.101783138548045791e-03,9.067025770076611244e-03,1.602137128431427304e-02,-2.755105125746309253e-02
-2.099999999999999645e+00,3.451752107923079533e-03,-1.792512121873357121e-03,-5.482406270619933145e-03,9.728100683207761140e-03,1.715102194386206036e-02,-2.941781460493477288e-02
-2.093333333333333268e+00,3.715833497471594717e-03,-1.929033755817143600e-03,-5.887874637599965419e-03,1.043095198328066776e-02,1.834868513846669991e-02,-3.139044515798554424e-02
-2.086666666666666448e+00,3.997786298496858876e-03,-2.074737724944833439e-03,-6.319529488885241263e-03,1.117771886272174268e-02,1.961756384389885810e-02,-3.347339658245466337e-02
-2.080000000000000071e+00,4.298633443062249704e-03,-2.230144707554138420e-03,-6.778764057270517812e-03,1.197061397270387552e-02,2.096094842388382742e-02,-3.567120066536168255e-02
-2.073333333333333250e+00,4.619442701926683090e-03,-2.395797798697381960e-03,-7.267024178489611512e-03,1.281192346885483974e-02,2.238221457516193641e-02,-3.798846068723827490e-02
-2.066666666666666430e+00,4.961327718018204540e-03,-2.572262992570773042e-03,-7.785808816284796666e-03,1.370400685904390146e-02,2.388482088482632784e-02,-4.042984412815019829e-02
-2.059999999999999609e+00,5.325449001113122076e-03,-2.760129642566273248e-03,-8.336670485431362659e-03,1.464929664108518929e-02,2.547230598332464110e-02,-4.300007469098734297e-02
-2.053333333333333233e+00,5.713014878623768993e-03,-2.960010896335231630e-03,-8.921215565044394655e-03,1.565029771822374835e-02,2.714828527705881803e-02,-4.570392362740092335e-02
-2.046666666666666856e+00,6.125282397243877672e-03,-3.172544103139872743e-03,-9.541104494419680448e-03,1.670958658035009287e-02,2.891644724516815104e-02,-4.854620035374430237e-02
-2.040000000000000036e+00,6.563558170057526807e-03,-3.398391190701963941e-03,-1.019805184361223700e-02,1.782981023902348999e-02,3.078054928583743091e-02,-5.153174234652745794e-02
-2.033333333333333215e+00,7.029199163586977162e-03,-3.638239008698021179e-03,-1.089382625093593057e-02,1.901368490457617730e-02,3.274441309833738684e-02,-5.466540430922425114e-02
-2.026666666666666394e+00,7.523613419137657916e-03,-3.892799635997970173e-03,-1.163025021957762688e-02,2.026399439382195466e-02,3.481191958797963393e-02,-5.795204660477424469e-02
-2.019999999999999574e+00,8.048260702696248201e-03,-4.162810648699817248e-03,-1.240919976556096628e-02,2.158358825720565338e-02,3.698700328225534156e-02,-6.139652295079356392e-02
-2.013333333333333197e+00,8.604653077551538409e-03,-4.449035345977268158e-03,-1.323260390936953704e-02,2.297537961460646011e-02,3.927364624762570006e-02,-6.500366737734911138e-02
-2.006666666666666821e+00,9.194355393738536109e-03,-4.752262930730898755e-03,-1.410244400364835636e-02,2.444234268944958655e-02,4.167587149774434896e-02,-6.877828045015003944e-02
-2.000000000000000000e+00,9.818985688355569286e-03,-5.073308642017080455e-03,-1.502075288954772200e-02,2.598751003128890388e-02,4.419773588531546865e-02,-7.272511476516635431e-02
-1.993333333333333179e+00,1.048021549077266662e-02,-5.413013836222903795e-03,-1.598961387445534121e-02,2.761396941759897833e-02,4.684332247132722005e-02,-7.684885972398522447e-02
-1.986666666666666359e+00,1.117977002673879207e-02,-5.772246013960423069e-03,-1.701115952408272652e-02,2.932486042615899471e-02,4.961673236704512713e-02,-8.115412560265661268e-02
-1.979999999999999982e+00,1.191942831540620563e-02,-6.151898789670113415e-03,-1.808757026213096003e-02,3.112337067012446376e-02,5.252207604590312245e-02,-8.564542693034689347e-02
-1.973333333333333162e+00,1.270102315332365117e-02,-6.552891800952046798e-03,-1.922107277105965586e-02,3.301273168866476065e-02,5.556346412428753156e-02,-9.032716519780496778e-02
-1.966666666666666341e+00,1.352644097950692764e-02,-6.976170554684381180e-03,-2.041393818782210462e-02,3.499621448689617387e-02,5.874499761216829541e-02,-9.520361091943295440e-02
-1.959999999999999964e+00,1.439762161577666510e-02,-7.422706207042633307e-03,-2.166848008880969262e-02,3.707712471976009477e-02,6.207075763658718992e-02,-1.002788850766343359e-01
-1.953333333333333144e+00,1.531655787665951556e-02,-7.893495274600486819e-03,-2.298705225866969071e-02,3.925879751548351504e-02,6.554479464316068094e-02,-1.055569399740675235e-01
-1.946666666666666323e+00,1.628529504328139407e-02,-8.389559273773581488e-03,-2.437204623812292206e-02,4.154459193531335331e-02,6.917111708298849526e-02,-1.110415395444475234e-01
-1.939999999999999947e+00,1.730593019583996639e-02,-8.911944285962342116e-03,-2.582588864641108956e-02,4.393788506733486282e-02,7.295367959467277674e-02,-1.167362391415974476e-01
-1.933333333333333126e+00,1.838061139942959166e-02,-9.461720445858624179e-03,-2.735103827454779535e-02,4.644206575336607551e-02,7.689637069353852383e-02,-1.226443648655341084e-01
-1.926666666666666750e+00,1.951153673820489598e-02,-1.003998135050378042e-02,-2.894998294613151252e-02,4.906052794916233167e-02,8.100299998259727352e-02,-1.287689924674606523e-01
-1.919999999999999929e+00,2.070095319311018520e-02,-1.064784338682310712e-02,-3.062523614310272771e-02,5.179666371946435588e-02,8.527728490230236658e-02,-1.351129258866146654e-01
-1.913333333333333108e+00,2.195115535867066259e-02,-1.128644497551311611e-02,-3.237933339448959696e-02,5.465385587077710439e-02,8.972283703869936289e-02,-1.416786754749597144e-01
-1.906666666666666732e+00,2.326448399463811739e-02,-1.195694572932416364e-02,-3.421482842688635534e-02,5.763547022617072219e-02,9.434314801216561741e-02,-1.484684359696927802e-01
-1.899999999999999911e+00,2.464332440860841564e-02,-1.266052552396118580e-02,-3.613428907614396612e-02,6.074484754784618273e-02,9.914157497155208498e-02,-1.554840642774460990e-01
-1.893333333333333091e+00,2.609010466608053386e-02,-1.339838348001962283e-02,-3.814029296052236229e-02,6.398529511470037179e-02,1.041213257211738435e-01,-1.627270571378669761e-01
-1.886666666666666714e+00,2.760729362480652746e-02,-1.417173685458187823e-02,-4.023542291635566481e-02,6.736007796365600653e-02,1.092854435107350891e-01,-1.701985287379411960e-01
-1.879999999999999893e+00,2.919739879068846550e-02,-1.498181984132148162e-02,-4.242226219811396498e-02,7.087240980508351107e-02,1.146367915209039884e-01,-1.778991883519599748e-01
-1.873333333333333073e+00,3.086296399291143730e-02,-1.582988227819707647e-02,-4.470338944560547922e-02,7.452544362423035862e-02,1.201780370798641029e-01,-1.858293180853960169e-01
-1.866666666666666696e+00,3.260656687646005386e-02,-1.671718826206620989e-02,-4.708137342194838176e-02,7.832226198218247837e-02,1.259116356487460509e-01,-1.939887508041238384e-01
-1.859999999999999876e+00,3.443081621064913306e-02,-1.764501466980875413e-02,-4.955876752684940101e-02,8.226586703150520763e-02,1.318398146163745344e-01,-2.023768483333739099e-01
-1.853333333333333055e+00,3.633834901280610929e-02,-1.861464958582149595e-02,-5.213810409065422480e-02,8.635917026334206936e-02,1.379645569462365773e-01,-2.109924800135239698e-01
-1.846666666666666679e+00,3.833182748677192719e-02,-1.962739063602790893e-02,-5.482188845557834506e-02,9.060498200438139860e-02,1.442875847209757478e-01,-2.198340017022812065e-01
-1.839999999999999858e+00,4.041393577643744017e-02,-2.068454322883988769e-02,-5.761259285148388753e-02,9.500600068372584694e-02,1.508103426320273055e-01,-2.288992353149731374e-01
-1.833333333333333037e+00,4.258737653510265980e-02,-2.178741870381029067e-02,-6.051265007453474759e-02,9.956480189131190761e-02,1.575339814642193470e-01,-2.381854489965262167e-01
-1.826666666666666661e+00,4.485486731203408572e-02,-2.293733238902582322e-02,-6.352444697803369400e-02,1.042838272511166370e-01,1.644593416272592812e-01,-2.476893380202394579e-01
-1.819999999999999840e+00,4.721913675819996298e-02,-2.413560156860787217e-02,-6.665031778571992027e-02,1.091653731339515543e-01,1.715869367879918617e-01,-2.574070065096462634e-01
-1.813333333333333020e+00,4.968292065378226985e-02,-2.538354336201346928e-02,-6.989253723877622559e-02,1.142115792361681342e-01,1.789169376591381866e-01,-2.673339500805735902e-01
-1.806666666666666643e+00,5.224895776069567871e-02,-2.668247251715882840e-02,-7.325331358876158161e-02,1.194244170520809140e-01,1.864491560018929905e-01,-2.774650395009444770e-01
-1.799999999999999822e+00,5.491998550398562162e-02,-2.803369911972199841e-02,-7.673478144963839787e-02,1.248056782693428568e-01,1.941830289012574651e-01,-2.877945054659019064e-01
-1.793333333333333002e+00,5.769873548662755869e-02,-2.943852622131879621e-02,-8.033899452300517774e-02,1.303569631178759514e-01,2.021176033743027067e-01,-2.983159245854563046e-01
-1.786666666666666625e+00,6.058792884290576525e-02,-3.089824738958543704e-02,-8.406791821156495148e-02,1.360796687042608588e-01,2.102515213726822429e-01,-3.090222066810502932e-01
-1.779999999999999805e+00,6.359027143620908651e-02,-3.241414418354097299e-02,-8.792342213675767570e-02,1.419749773647130398e-01,2.185830052416328495e-01,-3.199055834861934677e-01
-1.773333333333332984e+00,6.670844890774151048e-02,-3.398748355794192072e-02,-9.190727257735319122e-02,1.480438450709154197e-01,2.271098436984051727e-01,-3.309575988446279426e-01
-1.766666666666666607e+00,6.994512158330472296e-02,-3.561951520067820759e-02,-9.602112484663836989e-02,1.542869899240255915e-01,2.358293783935426768e-01,-3.421691004973412831e-01
-1.759999999999999787e+00,7.330291924596356312e-02,-3.731146880759309004e-02,-1.002665156266305951e-01,1.607048807731288331e-01,2.447384911186690215e-01,-3.535302335471399160e-01
-1.753333333333333410e+00,7.678443578305416128e-02,-3.906455129943799121e-02,-1.046448552785088359e-01,1.672977259952535267e-01,2.538335917244408102e-01,-3.650304356864300104e-01
-1.746666666666666590e+00,8.039222371663155842e-02,-4.087994398599545387e-02,-1.091574201491647272e-01,1.740654624747992874e-01,2.631106068120679375e-01,-3.766584342703248600e-01
-1.739999999999999769e+00,8.412878862708025873e-02,-4.275879968271761866e-02,-1.138053448944390811e-01,1.810077448208450013e-01,2.725649692612904795e-01,-3.884022453132088271e-01
-1.733333333333333393e+00,8.799658348022137977e-02,-4.470223978553241467e-02,-1.185896148402175443e-01,1.881239348612922524e-01,2.821916086569250526e-01,-4.002491744824405173e-01
-1.726666666666666572e+00,9.199800286884315947e-02,-4.671135130976455246e-02,-1.235110584031090114e-01,1.954130914531631569e-01,2.919849426750464327e-01,-4.121858201579845504e-01
-1.719999999999999751e+00,9.613537718015351119e-02,-4.878718389939992739e-02,-1.285703395929192749e-01,2.028739606485943370e-01,3.019388694885558611e-01,-4.241980786214215038e-01
-1.713333333333333375e+00,1.004109667012021700e-01,-5.093074681319130492e-02,-1.337679506195552648e-01,2.105049662561558343e-01,3.120467612502955124e-01,-4.362711514320220529e-01
-1.706666666666666554e+00,1.048269556748430004e-01,-5.314300589435667216e-02,-1.391042046273496258e-01,2.183042008370634224e-01,3.223014587100055395e-01,-4.483895550413864450e-01
-1.699999999999999734e+00,1.093854463193008053e-01,-5.542488053085935923e-02,-1.445792285800770183e-01,2.262694171756474415e-01,3.326952670192815376e-01,-4.605371326915728147e-01
-1.693333333333333357e+00,1.140884528248696933e-01,-5.777724061347896956e-02,-1.501929563201415407e-01,2.343980202630831788e-01,3.432199527762823110e-01,-4.726970686346732009e-01
-1.686666666666666536e+00,1.189378953416997120e-01,-6.020090349908348293e-02,-1.559451218255432925e-01,2.426870598328780826e-01,3.538667423592583017e-01,-4.848519047044795305e-01
-1.679999999999999716e+00,1.239355939730203415e-01,-6.269663098669400747e-02,-1.618352526882826659e-01,2.511332234859458001e-01,3.646263215950322212e-01,-4.969835592632251275e-01
-1.673333333333333339e+00,1.290832627885048489e-01,-6.526512631409396581e-02,-1.678626638378273028e-01,2.597328304422776846e-01,3.754888368053628245e-01,-5.090733485384225654e-01
-1.666666666666666519e+00,1.343825038727926580e-01,-6.790703118287202966e-02,-1.740264515331513828e-01,2.684818259552439468e-01,3.864438972706735753e-01,-5.211020103565733308e-01
-1.659999999999999698e+00,1.398348014244580328e-01,-7.062292281990330267e-02,-1.803254876466547085e-01,2.773757764234275891e-01,3.974805791469386285e-01,-5.330497302720277331e-01
-1.653333333333333321e+00,1.454415159209402619e-01,-7.341331108336308919e-02,-1.867584142629812038e-01,2.864098652336045103e-01,4.085874308675949695e-01,-5.448961700805555752e-01
-1.646666666666666501e+00,1.512038783651302176e-01,-7.627863562143380460e-02,-1.933236386153813213e-01,2.955788893670464046e-01,4.197524800582078108e-01,-5.566204986982858927e-01
-1.639999999999999680e+00,1.571229846294407428e-01,-7.921926309190516213e-02,-2.000193283818015588e-01,3.048772567997333205e-01,4.309632419872660991e-01,-5.682014253776230817e-01
-1.633333333333333304e+00,1.631997899132711649e-01,-8.223548445088121883e-02,-2.068434073623336977e-01,3.142989847253260249e-01,4.422067295719409041e-01,-5.796172352225761326e-01
-1.626666666666666483e+00,1.694351033298086284e-01,-8.532751231879463771e-02,-2.137935515590202451e-01,3.238376986278702629e-01,4.534694649529186217e-01,-5.908458269567014032e-01
-1.619999999999999662e+00,1.758295826380895099e-01,-8.849547843188791674e-02,-2.208671856782909726e-01,3.334866322291885621e-01,4.647374926475343893e-01,-6.018647528875776809e-01
-1.613333333333333286e+00,1.823837291361735113e-01,-9.173943118725245982e-02,-2.280614800754968696e-01,3.432386283337641175e-01,4.759963942854014141e-01,-6.126512610024605898e-01
-1.606666666666666465e+00,1.890978827311564359e-01,-9.505933328942128835e-02,-2.353733481601182342e-01,3.530861405916471130e-01,4.872313049255764805e-01,-6.231823391205374429e-01
-1.599999999999999645e+00,1.959722172015724295e-01,-9.845505950638525072e-02,-2.427994442792520691e-01,3.630212361975176938e-01,4.984269309490336197e-01,-6.334347610180585120e-01
-1.593333333333333268e+00,2.030067356675020196e-01,-1.019263945427523188e-01,-2.503361620959328460e-01,3.730355995415304271e-01,5.095675695148674800e-01,-6.433851344336131151e-01
-1.586666666666666448e+00,2.102012662834184531e-01,-1.054730310375880109e-01,-2.579796334777139100e-01,3.831205368249546717e-01,5.206371295632262752e-01,-6.530099508519752183e-01
-1.579999999999999627e+00,2.175554581684665534e-01,-1.090945676942682990e-01,-2.657257279097383074e-01,3.932669816509160032e-01,5.316191543425078381e-01,-6.622856369563160372e-01
-1.573333333333333250e+00,2.250687775884754327e-01,-1.127905075494411852e-01,-2.735700524452561733e-01,4.034655015977502979e-01,5.424968454328610301e-01,-6.711886076302046034e-01
-1.566666666666666430e+00,2.327405044035637249e-01,-1.165602563879314379e-01,-2.815079522052142402e-01,4.137063057796095400e-01,5.532530882325440436e-01,-6.796953203827439394e-01
-1.560000000000000053e+00,2.405697287947014262e-01,-1.204031213101358494e-01,-2.895345114371433159e-01,4.239792533960225485e-01,5.638704788682169511e-01,-6.877823310624417985e-01
-1.553333333333333233e+00,2.485553482820452575e-01,-1.243183094581422621e-01,-2.976445551421182945e-01,4.342738632691181544e-01,5.743313524848194795e-01,-6.954263507180492576e-01
-1.546666666666666412e+00,2.566960650472743799e-01,-1.283049269064688302e-01,-3.058326512770575545e-01,4.445793243641794068e-01,5.846178128653228834e-01,-7.026043034576465729e-01
-1.540000000000000036e+00,2.649903835715079481e-01,-1.323619777229580463e-01,-3.140931135380767292e-01,4.548845072861268934e-01,5.947117633253725666e-01,-7.092933851507495779e-01
-1.533333333333333215e+00,2.734366085997034235e-01,-1.364883632049762041e-01,-3.224200047290162741e-01,4.651779767414302991e-01,6.045949388226803389e-01,-7.154711228121873878e-01
-1.526666666666666394e+00,2.820328434417024854e-01,-1.406828812956631702e-01,-3.308071407176296774e-01,4.754480049518453044e-01,6.142489392159985462e-01,-7.211154345010015732e-01
-1.520000000000000018e+00,2.907769886193214970e-01,-1.449442261845519941e-01,-3.392480949802580970e-01,4.856825860032672471e-01,6.236552636036415409e-01,-7.262046895626644849e-01
-1.513333333333333197e+00,2.996667408680734890e-01,-1.492709880964331881e-01,-3.477362037341288348e-01,4.958694511099031033e-01,6.327953456668349297e-01,-7.307177690385335822e-01
-1.506666666666666377e+00,3.086995925012627762e-01,-1.536616532718759198e-01,-3.562645716547095387e-01,5.059960847708979692e-01,6.416505899386819589e-01,-7.346341260626939595e-01
-1.500000000000000000e+00,3.178728311433117182e-01,-1.581146041423412418e-01,-3.648260781738310587e-01,5.160497417935262510e-01,6.502024089152720343e-01,-7.379338460631946761e-01
-1.493333333333333179e+00,3.271835398382724747e-01,-1.626281197023288216e-01,-3.734133843525682117e-01,5.260174651540804325e-01,6.584322609214302569e-01,-7.405977065821932603e-01
-1.486666666666666359e+00,3.366285975385344686e-01,-1.672003760804946226e-01,-3.820189403211411427e-01,5.358861046646756776e-01,6.663216886398397598e-01,-7.426072365277007759e-01
-1.479999999999999982e+00,3.462046799777781514e-01,-1.718294473111596776e-01,-3.906349932763844013e-01,5.456423364113464070e-01,6.738523582087830865e-01,-7.439447746684795248e-01
-1.473333333333333162e+00,3.559082609312401169e-01,-1.765133063071056274e-01,-3.992535960256229921e-01,5.552726829260558050e-01,6.810060987905486307e-01,-7.445935271832033742e-01
-1.466666666666666341e+00,3.657356138653530819e-01,-1.812498260340193457e-01,-4.078666160641118421e-01,5.647635340525806180e-01,6.877649425096732383e-01,-7.445376240752574759e-01
-1.459999999999999964e+00,3.756828139778063402e-01,-1.860367808864103190e-01,-4.164657451715333969e-01,5.741011684636779799e-01,6.941111646576212380e-01,-7.437621742655301516e-01
-1.453333333333333144e+00,3.857457406280470069e-01,-1.908718482642822456e-01,-4.250425095114212515e-01,5.832717757845115036e-01,7.000273240582877143e-01,-7.422533191772433536e-01
-1.446666666666666323e+00,3.959200801572042572e-01,-1.957526103492967517e-01,-4.335882802157883242e-01,5.922614792750052759e-01,7.054963034868333427e-01,-7.399982846292827432e-01
-1.439999999999999947e+00,4.062013290953804812e-01,-2.006765560786227531e-01,-4.420942844356934853e-01,6.010563590216257968e-01,7.105013500328488663e-01,-7.369854308576037072e-01
-1.433333333333333126e+00,4.165847977532151081e-01,-2.056410833141230354e-01,-4.505516168369851360e-01,6.096424755870731849e-01,7.150261152976969958e-01,-7.332043004881265702e-01
-1.426666666666666305e+00,4.270656141935874617e-01,-2.106435012039918342e-01,-4.589512515190226072e-01,6.180058940644932441e-01,7.190546953151144560e-01,-7.286456642890545288e-01
-1.419999999999999929e+00,4.376387285783003289e-01,-2.156810327334249544e-01,-4.672840543327987928e-01,6.261327084811224575e-01,7.225716700837592210e-01,-7.233015645357582235e-01
-1.413333333333333108e+00,4.482989178835617428e-01,-2.207508174603798057e-01,-4.755407955735776460e-01,6.340090664947419796e-01,7.255621426003886487e-01,-7.171653558272440554e-01
-1.406666666666666288e+00,4.590407909770839456e-01,-2.258499144319671970e-01,-4.837121630219206603e-01,6.416211943249647831e-01,7.280117772827316980e-01,-7.102317431997496877e-01
-1.399999999999999911e+00,4.698587940486269043e-01,-2.309753052765136649e-01,-4.917887753058169942e-01,6.489554218602028302e-01,7.299068376718889084e-01,-7.024968173901530166e-01
-1.393333333333333091e+00,4.807472163848500180e-01,-2.361238974658433354e-01,-4.997611955555483765e-01,6.559982078801800398e-01,7.312342233052461227e-01,-6.939580871096301395e-01
-1.386666666666666714e+00,4.917001964783950241e-01,-2.412925277418515313e-01,-5.076199453219268909e-01,6.627361653330592350e-01,7.319815056524273666e-01,-6.846145081963195267e-01
-1.379999999999999893e+00,5.027117284602085068e-01,-2.464779657009849856e-01,-5.153555187276336325e-01,6.691560866056562862e-01,7.321369630087319891e-01,-6.744665095246036302e-01
-1.373333333333333073e+00,5.137756688432301155e-01,-2.516769175298014805e-01,-5.229583968205766542e-01,6.752449687248162080e-01,7.316896142427871119e-01,-6.635160155579939989e-01
-1.366666666666666696e+00,5.248857435647243941e-01,-2.568860298843611001e-01,-5.304190620974599257e-01,6.809900384278199104e-01,7.306292512978044273e-01,-6.517664654424401016e-01
-1.359999999999999876e+00,5.360355553137208240e-01,-2.621018939058017971e-01,-5.377280131651416273e-01,6.863787770397009602e-01,7.289464703488451880e-01,-6.392228285471605043e-01
-1.353333333333333055e+00,5.472185911292551941e-01,-2.673210493640738594e-01,-5.448757795068318588e-01,6.913989450955466687e-01,7.266327015218507768e-01,-6.258916163707649583e-01
-1.346666666666666679e+00,5.584282302543759346e-01,-2.725399889214532023e-01,-5.518529363197653970e-01,6.960386066462649346e-01,7.236802370838898435e-01,-6.117808907414561403e-01
-1.339999999999999858e+00,5.696577522301925489e-01,-2.777551625071263408e-01,-5.586501193906655560e-01,7.002861531869011280e-01,7.200822580180854526e-01,-5.969002682514376046e-01
-1.333333333333333037e+00,5.809003452136008994e-01,-2.829629817938360548e-01,-5.652580399751060414e-01,7.041303271473865477e-01,7.158328589009987919e-01,-5.812609208772532288e-01
-1.326666666666666661e+00,5.921491145017363511e-01,-2.881598247672987889e-01,-5.716674996467698833e-01,7.075602448865979666e-01,7.109270710048540831e-01,-5.648755727496039825e-01
-1.319999999999999840e+00,6.033970912456604330e-01,-2.933420403788608577e-01,-5.778694050826029827e-01,7.105654191317869461e-01,7.053608835518654363e-01,-5.477584930481829151e-01
-1.313333333333333020e+00,6.146372413353011765e-01,-2.985059532716353714e-01,-5.838547827499654952e-01,7.131357808068119475e-01,6.991312630530539529e-01,-5.299254850091933422e-01
-1.306666666666666643e+00,6.258624744372327520e-01,-3.036478685701760605e-01,-5.896147934620890041e-01,7.152617001941532493e-01,6.922361706693102024e-01,-5.113938710454155601e-01
-1.299999999999999822e+00,6.370656531665034317e-01,-3.087640767235798611e-01,-5.951407467684600716e-01,7.169340073774169708e-01,6.846745775380330690e-01,-4.921824739909204660e-01
-1.293333333333333002e+00,6.482396023733933976e-01,-3.138508583917812289e-01,-6.004241151471656490e-01,7.181440119129260946e-01,6.764464780144445744e-01,-4.723115944947477995e-01
-1.286666666666666625e+00,6.593771185257211176e-01,-3.189044893646990064e-01,-6.054565479667451955e-01,7.188835216810494089e-01,6.675529007826203065e-01,-4.518029846000177763e-01
-1.279999999999999805e+00,6.704709791671068508e-01,-3.239212455038282257e-01,-6.102298851857081985e-01,7.191448608701264122e-01,6.579959177973636608e-01,-4.306798175569890863e-01
-1.273333333333332984e+00,6.815139524314496322e-01,-3.288974076958294801e-01,-6.147361707585805579e-01,7.189208870481932356e-01,6.477786510242639073e-01,-4.089666539304594450e-01
-1.266666666666666607e+00,6.924988065937796033e-01,-3.338292668076582870e-01,-6.189676657181399921e-01,7.182050072802008689e-01,6.369052769515931578e-01,-3.866894040735863181e-01
-1.259999999999999787e+00,7.034183196376151415e-01,-3.387131286328007307e-01,-6.229168609043934657e-01,7.169911932510304453e-01,6.253810288540884166e-01,-3.638752870516386295e-01
-1.253333333333332966e+00,7.142652888189674476e-01,-3.435453188182314155e-01,-6.265764893118132006e-01,7.152739953573307163e-01,6.132121967951140729e-01,-3.405527861103321285e-01
-1.246666666666666590e+00,7.250325402072240744e-01,-3.483221877617918572e-01,-6.299395380274133149e-01,7.130485557340419112e-01,6.004061253601757908e-01,-3.167516007942088319e-01
-1.239999999999999769e+00,7.357129381832664405e-01,-3.530401154697974664e-01,-6.329992597333693460e-01,7.103106201843925049e-01,5.869712091212400118e-01,-2.925025958309552809e-01
-1.233333333333332948e+00,7.462993948753723350e-01,-3.576955163648209424e-01,-6.357491837490987230e-01,7.070565489851721175e-01,5.729168858377822193e-01,-2.678377469075790551e-01
-1.226666666666666572e+00,7.567848795136953299e-01,-3.622848440337662068e-01,-6.381831265889841287e-01,7.032833265421610802e-01,5.582536274069118676e-01,-2.427900834739353808e-01
-1.219999999999999751e+00,7.671624276844100088e-01,-3.668045959065411865e-01,-6.402952020132651745e-01,6.989885698737541286e-01,5.429929285812844508e-01,-2.173936287181879035e-01
-1.213333333333333375e+00,7.774251504649584144e-01,-3.712513178558582982e-01,-6.420798305510145854e-01,6.941705359040039047e-01,5.271472934797900578e-01,-1.916833368673655502e-01
-1.206666666666666554e+00,7.875662434222310271e-01,-3.756216087089356281e-01,-6.435317484755646023e-01,6.888281275495510281e-01,5.107302199221731565e-01,-1.656950279742099574e-01
-1.199999999999999734e+00,7.975789954559627803e-01,-3.799121246621436354e-01,-6.446460162142483297e-01,6.829608985881684413e-01,4.937561816247809654e-01,-1.394653203589689971e-01
-1.193333333333333357e+00,8.074567974701098994e-01,-3.841195835899315902e-01,-6.454180261758548642e-01,6.765690572999319974e-01,4.762406083005233937e-01,-1.130315608816580136e-01
-1.186666666666666536e+00,8.171931508555172474e-01,-3.882407692396851462e-01,-6.458435099807762203e-01,6.696534688753066344e-01,4.581998637118486206e-01,-8.643175322655868853e-02
-1.179999999999999716e+00,8.267816757677527439e-01,-3.922725353045004026e-01,-6.459185450804291184e-01,6.622156565877223011e-01,4.396512217310663551e-01,-5.970448438633568083e-02
