x,psi_0,psi_1,psi_2,psi_3,psi_4,psi_5
-1.866666666666665364e-01,4.421096130606929075e-01,3.115640766667897299e-02,8.606715717043457170e-01,-3.595176515056834332e-01,6.259816323966760354e-01,-5.515829906566334095e-01
-1.799999999999997158e-01,4.374998675967561312e-01,3.638152957101722235e-02,8.633669603145179838e-01,-3.447336623738227468e-01,6.390307566551509666e-01,-5.349374651570055761e-01
-1.733333333333328952e-01,4.329704099761385039e-01,4.161153189866230451e-02,8.659084655077957660e-01,-3.298064369563644682e-01,6.516043507027858839e-01,-5.176977978660521895e-01
-1.666666666666665186e-01,4.285213514534478851e-01,4.684720646581506248e-02,8.682975188483276208e-01,-3.147428951740849912e-01,6.636944756487184183e-01,-4.998842628370150365e-01
-1.599999999999996980e-01,4.241527678629132270e-01,5.208936527317865189e-02,8.705355270593674311e-01,-2.995499253990211441e-01,6.752935573018559179e-01,-4.815176580616007951e-01
-1.533333333333328774e-01,4.198647008719642582e-01,5.733883949863990276e-02,8.726238698358785850e-01,-2.842343838624562524e-01,6.863943857378632663e-01,-4.626192824607324172e-01
-1.466666666666665009e-01,4.156571592122432768e-01,6.259647848652642732e-02,8.745638977524134994e-01,-2.688030942277144231e-01,6.969901147377834949e-01,-4.432109127839649054e-01
-1.399999999999996803e-01,4.115301198870325861e-01,6.786314873340118514e-02,8.763569302663580807e-01,-2.532628473216769760e-01,7.070742611114119169e-01,-4.233147804334663755e-01
-1.333333333333333037e-01,4.074835293541552717e-01,7.313973287031752535e-02,8.780042538165560018e-01,-2.376204010187951687e-01,7.166407039181467153e-01,-4.029535482273653990e-01
-1.266666666666664831e-01,4.035173046834746313e-01,7.842712864142120655e-02,8.795071200172661641e-01,-2.218824802712411060e-01,7.256836835976069322e-01,-3.821502871161878145e-01
-1.199999999999996625e-01,3.996313346881853468e-01,8.372624787875040941e-02,8.808667439473460981e-01,-2.060557772787191544e-01,7.341978010218611628e-01,-3.609284528650610335e-01
-1.133333333333332860e-01,3.958254810291579884e-01,8.903801547305216502e-02,8.820843025345035393e-01,-1.901469517913486618e-01,7.421780164806461855e-01,-3.393118627133486220e-01
-1.066666666666664653e-01,3.920995792916584510e-01,9.436336834040236210e-02,8.831609330344077913e-01,-1.741626315389288582e-01,7.496196486104697021e-01,-3.173246720223981687e-01
-9.999999999999964473e-02,3.884534400338297000e-01,9.970325438438730481e-02,8.840977316044114076e-01,-1.581094127798038096e-01,7.565183732779899861e-01,-2.949913509211409823e-01
-9.333333333333326820e-02,3.848868498063796606e-01,1.050586314535783689e-01,8.848957519715967557e-01,-1.419938609624624426e-01,7.628702224275560884e-01,-2.723366609583785514e-01
-8.666666666666644758e-02,3.813995721429827013e-01,1.104304662940054221e-01,8.855560041948244976e-01,-1.258225114929337196e-01,7.686715829022552349e-01,-2.493856317697265568e-01
-7.999999999999962697e-02,3.779913485209526192e-01,1.158197334963130820e-01,8.860794535204363775e-01,-1.096018706009706384e-01,7.739191952472784797e-01,-2.261635377663664959e-01
-7.333333333333325044e-02,3.746618992918047120e-01,1.212274144372624263e-01,8.864670193312399471e-01,-9.333841629795681938e-02,7.786101525038611193e-01,-2.026958748519812337e-01
-6.666666666666642982e-02,3.714109245813745352e-01,1.266544962152230114e-01,8.867195741883788784e-01,-7.703859941941847145e-02,7.827418990014884947e-01,-1.790083371735192441e-01
-5.999999999999960920e-02,3.682381051592126808e-01,1.321019705792834120e-01,8.868379429656816360e-01,-6.070884474497956207e-02,7.863122291554871524e-01,-1.551267939107539295e-01
-5.333333333333323267e-02,3.651431032770248164e-01,1.375708328515955481e-01,8.868229020760617365e-01,-4.435555218856002124e-02,7.893192862765362472e-01,-1.310772661089709135e-01
-4.666666666666641206e-02,3.621255634759723563e-01,1.430620808425555057e-01,8.866751787895379433e-01,-2.798509805158574254e-02,7.917615613980479861e-01,-1.068859035585374290e-01
-3.999999999999959144e-02,3.591851133626978165e-01,1.485767137584152464e-01,8.863954506424321922e-01,-1.160383633195379710e-02,7.936378921267667197e-01,-8.257896172457808437e-02
-3.333333333333321491e-02,3.563213643539779873e-01,1.541157311009126729e-01,8.859843449373013824e-01,4.781899918522616519e-03,7.949474615213355522e-01,-5.818277872950559926e-02
-2.666666666666639429e-02,3.535339123899562952e-01,1.596801315585029135e-01,8.854424383331531700e-01,2.116579719547824825e-02,7.956897970029744860e-01,-3.372375239073378134e-02
-1.999999999999957367e-02,3.508223386159428081e-01,1.652709118887721595e-01,8.847702565255014528e-01,3.754156010946536892e-02,7.958647693018018332e-01,-9.228317315531555515e-03
-1.333333333333319715e-02,3.481862100328109721e-01,1.708890657916152800e-01,8.839682740158130159e-01,5.390290992682734289e-02,7.954725914417186683e-01,1.527707794533506025e-02
-6.666666666666376528e-03,3.456250801160578590e-01,1.765355827727625448e-01,8.830369139699056902e-01,7.024358309127161359e-02,7.945138177661622558e-01,3.976599368378329336e-02
0.000000000000000000e+00,3.431384894036321742e-01,1.822114469972453688e-01,8.819765481648608185e-01,8.655732973342933345e-02,7.929893430064144377e-01,6.421202175922752220e-02
6.666666666666820618e-03,3.407259660526673617e-01,1.879176361323992572e-01,8.807874970240171519e-01,1.028379121756751030e-01,7.909004013935420074e-01,8.858880826098300409e-02
1.333333333333364124e-02,3.383870263652932753e-01,1.936551201800130739e-01,8.794700297396239597e-01,1.190791034394624998e-01,7.882485658144223750e-01,1.128700761073040543e-01
2.000000000000046185e-02,3.361211752837301447e-01,1.994248602972466811e-01,8.780243644827342431e-01,1.352746857624070043e-01,7.850357470117004244e-01,1.370296475801345559e-01
2.666666666666728247e-02,3.339279068549017015e-01,2.052278076059549372e-01,8.764506686999296026e-01,1.514184491323204707e-01,7.812641928269072888e-01,1.610414667946241662e-01
3.333333333333321491e-02,3.318067046648333074e-01,2.110649019900738832e-01,8.747490594964729693e-01,1.675041898453674960e-01,7.769364874853642577e-01,1.848796221023856212e-01
4.000000000000003553e-02,3.297570422431306270e-01,2.169370708807465686e-01,8.729196041054946287e-01,1.835257090954767467e-01,7.720555509208916201e-01,2.085183684273327342e-01
4.666666666666685614e-02,3.277783834378618089e-01,2.228452280288894527e-01,8.709623204428221799e-01,1.994768116020965709e-01,7.666246381377402885e-01,2.319321495327502092e-01
5.333333333333367676e-02,3.258701827611934498e-01,2.287902722649260701e-01,8.688771777470705171e-01,2.153513042833373192e-01,7.606473386065742970e-01,2.550956202180023613e-01
6.000000000000049738e-02,3.240318857061573188e-01,2.347730862454439071e-01,8.666640973046144669e-01,2.311429949814887419e-01,7.541275756907389605e-01,2.779836684429914939e-01
6.666666666666731800e-02,3.222629290349489639e-01,2.407945351865621586e-01,8.643229532590664954e-01,2.468456912478436127e-01,7.470696060984775011e-01,3.005714373781264159e-01
7.333333333333325044e-02,3.205627410391843068e-01,2.468554655838317569e-01,8.618535735048856727e-01,2.624531991936949193e-01,7.394780193561786286e-01,3.228343473771611016e-01
8.000000000000007105e-02,3.189307417725636973e-01,2.529567039185258159e-01,8.592557406647453044e-01,2.779593224143057650e-01,7.313577372971808988e-01,3.447481178698127979e-01
8.666666666666689167e-02,3.173663432564172160e-01,2.590990553502192095e-01,8.565291931502800882e-01,2.933578609925752700e-01,7.227140135601061166e-01,3.662887891705667309e-01
9.333333333333371229e-02,3.158689496586248868e-01,2.652833023955964431e-01,8.536736263058327667e-01,3.086426105890463512e-01,7.135524330901499290e-01,3.874327441995282784e-01
1.000000000000005329e-01,3.144379574464298277e-01,2.715102035934729430e-01,8.506886936348094785e-01,3.238073616248120512e-01,7.038789116362293985e-01,4.081567301105888390e-01
1.066666666666673535e-01,3.130727555136806339e-01,2.777804921560626528e-01,8.475740081082479005e-01,3.388458985637881615e-01,6.936996952363680968e-01,4.284378798215295325e-01
1.133333333333332860e-01,3.117727252830636564e-01,2.840948746065729003e-01,8.443291435551819601e-01,3.537519993007187113e-01,6.830213596831986589e-01,4.482537334400110152e-01
1.200000000000001066e-01,3.105372407839026572e-01,2.904540294032628145e-01,8.409536361343791233e-01,3.685194346611773142e-01,6.718508099609687978e-01,4.675822595786678915e-01
1.266666666666669272e-01,3.093656687061247523e-01,2.968586055501541976e-01,8.374469858869966199e-01,3.831419680197156730e-01,6.601952796449637173e-01,4.864018765517691967e-01
1.333333333333337478e-01,3.082573684310113693e-01,3.033092211946430972e-01,8.338086583696893150e-01,3.976133550421899199e-01,6.480623302538031094e-01,5.046914734451043438e-01
1.400000000000005684e-01,3.072116920393713202e-01,3.098064622123208323e-01,8.300380863676674048e-01,4.119273435581702336e-01,6.354598505446240608e-01,5.224304310499232606e-01
1.466666666666665009e-01,3.062279842977917999e-01,3.163508807793741218e-01,8.261346716871738050e-01,4.260776735692055617e-01,6.223960557407444139e-01,5.395986426508888600e-01
1.533333333333333215e-01,3.053055826236430459e-01,3.229429939330006882e-01,8.220977870268150189e-01,4.400580773985708904e-01,6.088794866809952300e-01,5.561765346571093671e-01
1.600000000000001421e-01,3.044438170295288848e-01,3.295832821203443230e-01,8.179267779271394145e-01,4.538622799879766245e-01,5.949190088795265341e-01,5.721450870643900455e-01
1.666666666666669627e-01,3.036420100478957051e-01,3.362721877365221212e-01,8.136209647978125403e-01,4.674839993465585986e-01,5.805238114845318043e-01,5.874858537358975674e-01
1.733333333333337833e-01,3.028994766365280533e-01,3.430101136523904803e-01,8.091796450216892644e-01,4.809169471573010446e-01,5.657034061239972766e-01,6.021809824874628791e-01
1.800000000000006040e-01,3.022155240656799191e-01,3.497974217327684543e-01,8.046020951350303374e-01,4.941548295458657591e-01,5.504676256262620582e-01,6.162132349627543748e-01
1.866666666666665364e-01,3.015894517876056002e-01,3.566344313459159920e-01,7.998875730830478092e-01,5.071913480166159172e-01,5.348266226028877135e-01,6.295660062825557679e-01
1.933333333333333570e-01,3.010205512892734081e-01,3.635214178651417494e-01,7.950353205499075537e-01,5.200202005604248612e-01,5.187908678810689844e-01,6.422233444513588685e-01
2.000000000000001776e-01,3.005081059290632961e-01,3.704586111634964318e-01,7.900445653622403253e-01,5.326350829386551355e-01,5.023711487725772695e-01,6.541699695034602913e-01
2.066666666666669983e-01,3.000513907379822043e-01,3.774461941995138625e-01,7.849145240126959022e-01,5.450296901089660695e-01,4.855785671387485847e-01,6.653912923697139492e-01
2.133333333333338189e-01,2.996496722876466623e-01,3.844843012105106372e-01,7.796444040646665075e-01,5.571977179894419541e-01,4.684245373744712615e-01,6.758734334450783310e-01
2.200000000000006395e-01,2.993022084230616553e-01,3.915730164838633898e-01,7.742334069125553775e-01,5.691328651796221383e-01,4.509207840248837806e-01,6.856032408360073216e-01
2.266666666666665719e-01,2.990082480638903695e-01,3.987123727383483640e-01,7.686807304207571301e-01,5.808288350270011113e-01,4.330793392938381836e-01,6.945683082657828633e-01
2.333333333333333925e-01,2.987670309736871199e-01,4.059023496015384813e-01,7.629855716777551589e-01,5.922793378496353789e-01,4.149125402940059826e-01,7.027569926148085067e-01
2.400000000000002132e-01,2.985777875182823449e-01,4.131428720878087546e-01,7.571471298163149344e-01,6.034780933562782224e-01,3.964330260520684268e-01,7.101584310719014637e-01
2.466666666666670338e-01,2.984397384142411513e-01,4.204338090785154081e-01,7.511646088981934755e-01,6.144188332666721264e-01,3.776537342551460896e-01,7.167625578716249057e-01
2.533333333333338544e-01,2.983520944683339393e-01,4.277749718060048223e-01,7.450372208616798941e-01,6.250953041343284555e-01,3.585878977246336752e-01,7.225601205917335790e-01
2.600000000000006750e-01,2.983140563089741737e-01,4.351661123432057354e-01,7.387641885301613476e-01,6.355012703738143198e-01,3.392490406036567374e-01,7.275426959838631191e-01
2.666666666666666075e-01,2.983248141105951934e-01,4.426069221006465049e-01,7.323447486797847183e-01,6.456305174942450487e-01,3.196509742444536006e-01,7.317027053096736289e-01
2.733333333333334281e-01,2.983835473119548221e-01,4.500970303328383215e-01,7.257781551641644402e-01,6.554768555403430730e-01,2.998077927821105604e-01,7.350334291537842235e-01
2.800000000000002487e-01,2.984894243293720328e-01,4.576360026560557515e-01,7.190636820939463325e-01,6.650341227420758505e-01,2.797338683812451987e-01,7.375290216839843760e-01
2.866666666666670693e-01,2.986416022659162395e-01,4.652233395796425697e-01,7.122006270689040797e-01,6.742961893735247569e-01,2.594438461424356523e-01,7.391845243284098643e-01
2.933333333333338899e-01,2.988392266175856071e-01,4.728584750530648306e-01,7.051883144601043263e-01,6.832569618212632756e-01,2.389526386554422510e-01,7.399958788386199471e-01
3.000000000000007105e-01,2.990814309775260971e-01,4.805407750310254911e-01,6.980260987395259242e-01,6.919103868621327980e-01,2.182754201865570454e-01,7.399599397068015172e-01
3.066666666666666430e-01,2.993673367393576146e-01,4.882695360590507683e-01,6.907133678543729838e-01,7.002504561499068858e-01,1.974276204877459528e-01,7.390744859046872728e-01
3.133333333333334636e-01,2.996960528006886171e-01,4.960439838820487335e-01,6.832495466431588449e-01,7.082712109099230657e-01,1.764249182156285567e-01,7.373382319111817518e-01
3.200000000000002842e-01,3.000666752679140292e-01,5.038632720784311791e-01,6.756341002904897586e-01,7.159667468403303481e-01,1.552832339487563995e-01,7.347508379951730451e-01
3.266666666666671048e-01,3.004782871634051333e-01,5.117264807224841672e-01,6.678665378173029854e-01,7.233312192181703404e-01,1.340187227921194879e-01,7.313129197195498143e-01
3.333333333333339255e-01,3.009299581362136489e-01,5.196326150777544894e-01,6.599464156031563666e-01,7.303588482080548561e-01,1.126477665583195398e-01,7.270260566320686513e-01
3.399999999999998579e-01,3.014207441774226504e-01,5.275806043243104204e-01,6.518733409369936727e-01,7.370439243707392896e-01,9.118696551540791950e-02,7.218928001084169432e-01
3.466666666666666785e-01,3.019496873412910176e-01,5.355693003228177984e-01,6.436469755926375047e-01,7.433808143684268455e-01,6.965312969198801663e-02,7.159166803125945888e-01
3.533333333333334991e-01,3.025158154733455507e-01,5.435974764184520192e-01,6.352670394250911068e-01,7.493639668631406625e-01,4.806326973083534931e-02,7.091022122396166694e-01
3.600000000000003197e-01,3.031181419465881488e-01,5.516638262877490151e-01,6.267333139835485900e-01,7.549879186040167056e-01,2.643458728298446817e-02,7.014549008054897783e-01
3.666666666666671404e-01,3.037556654069916706e-01,5.597669628315691259e-01,6.180456461368424304e-01,7.602473006988584858e-01,4.784464934978679106e-03,6.929812449494821003e-01
3.733333333333339610e-01,3.044273695294666404e-01,5.679054171174241494e-01,6.092039517068690291e-01,7.651368450647816344e-01,-1.686954433722937310e-02,6.836887407138546591e-01
3.799999999999998934e-01,3.051322227854886271e-01,5.760776373744830314e-01,6.002082191053635940e-01,7.696513910522512214e-01,-3.850972819339806841e-02,6.735858832664899376e-01
3.866666666666667140e-01,3.058691782235797851e-01,5.842819880446353809e-01,5.910585129692081940e-01,7.737858922362813585e-01,-6.011822643792338883e-02,6.626821678322136755e-01
3.933333333333335347e-01,3.066371732638431546e-01,5.925167488930550563e-01,5.817549777892808693e-01,7.775354233680291660e-01,-8.167704301642322862e-02,6.509880894990915934e-01
4.000000000000003553e-01,3.074351295077522028e-01,6.007801141817546986e-01,5.722978415276738229e-01,7.808951874794640702e-01,-1.031680585028517949e-01,6.385151418665689915e-01
4.066666666666671759e-01,3.082619525643965908e-01,6.090701919096771499e-01,5.626874192179326384e-01,7.838605231332425038e-01,-1.245730430789913634e-01,6.252758145030360426e-01
4.133333333333339965e-01,3.091165318943873697e-01,6.173850031229092261e-01,5.529241165427917215e-01,7.864269118093610844e-01,-1.458736700070986381e-01,6.112835891812317124e-01
4.199999999999999289e-01,3.099977406726224238e-01,6.257224812986430518e-01,5.430084333837105204e-01,7.885899854195989045e-01,-1.670515295953711732e-01,5.965529348608508142e-01
4.266666666666667496e-01,3.109044356711079260e-01,6.340804718065404799e-01,5.329409673363419975e-01,7.903455339401932456e-01,-1.880881436547401919e-01,5.810993013888032799e-01
4.333333333333335702e-01,3.118354571630272964e-01,6.424567314511818727e-01,5.227224171859039537e-01,7.916895131526300311e-01,-2.089649804443032555e-01,5.649391118887799879e-01
4.400000000000003908e-01,3.127896288492424404e-01,6.508489280992962867e-01,5.123535863362584930e-01,7.926180524818623452e-01,-2.296634701014683144e-01,5.480897538131177527e-01
4.466666666666672114e-01,3.137657578083999366e-01,6.592546403954817613e-01,5.018353861863511511e-01,7.931274629207011317e-01,-2.501650205516078862e-01,5.305695686314286785e-01
4.533333333333340320e-01,3.147626344718063018e-01,6.676713575701266334e-01,4.911688394475112740e-01,7.932142450285671886e-01,-2.704510338907090694e-01,5.123978401320562481e-01
4.599999999999999645e-01,3.157790326242206902e-01,6.760964793432342468e-01,4.803550833949685184e-01,7.928750969922262470e-01,-2.905029232331578504e-01,4.935947813141630114e-01
4.666666666666667851e-01,3.168137094316973990e-01,6.845273159278439934e-01,4.693953730468099494e-01,7.921069227355744813e-01,-3.103021300154164552e-01,4.741815198501209694e-01
4.733333333333336057e-01,3.178654054975932897e-01,6.929610881367125330e-01,4.582910842634674853e-01,7.909068400650023367e-01,-3.298301417449432393e-01,4.541800820998813104e-01
4.800000000000004263e-01,3.189328449478331939e-01,7.013949275958909491e-01,4.470437167607113627e-01,7.892721888363131155e-01,-3.490685101822684211e-01,4.336133756611417200e-01
4.866666666666672469e-01,3.200147355465027821e-01,7.098258770687896346e-01,4.356548970290117784e-01,7.872005391286529541e-01,-3.679988699426722243e-01,4.125051704413985609e-01
4.933333333333331794e-01,3.211097688428133368e-01,7.182508908942690784e-01,4.241263811520328830e-01,7.846896994103852441e-01,-3.866029575024342302e-01,3.908800782403774043e-01
5.000000000000000000e-01,3.222166203504526760e-01,7.266668355422359893e-01,4.124600575169368177e-01,7.817377246813421721e-01,-4.048626305931117830e-01,3.687635308338700901e-01
5.066666666666668206e-01,3.233339497603056611e-01,7.350704902901493698e-01,4.006579494090932170e-01,7.783429245753931136e-01,-4.227598879657910036e-01,3.461817565526710272e-01
5.133333333333336412e-01,3.244604011874926974e-01,7.434585480237547728e-01,3.887222174837329791e-01,7.745038714068007701e-01,-4.402768895057214138e-01,3.231617553530927722e-01
5.200000000000004619e-01,3.255946034536387756e-01,7.518276161652792666e-01,3.766551621070280409e-01,7.702194081433837436e-01,-4.573959766762000223e-01,2.997312723784556487e-01
5.266666666666672825e-01,3.267351704052422479e-01,7.601742177322009519e-01,3.644592255590471397e-01,7.654886562890683699e-01,-4.740996932690340615e-01,2.759187700139748567e-01
5.333333333333332149e-01,3.278807012689717304e-01,7.684947925296011784e-01,3.521369940910131224e-01,7.603110236580086223e-01,-4.903708064373545339e-01,2.517533984406177816e-01
5.400000000000000355e-01,3.290297810446733417e-01,7.767856984789716090e-01,3.396911998292830304e-01,7.546862120220673154e-01,-5.061923279850185642e-01,2.272649646967564441e-01
5.466666666666668561e-01,3.301809809368177473e-01,7.850432130862088353e-01,3.271247225184831242e-01,7.486142246130935707e-01,-5.215475358852975640e-01,2.024839002598066429e-01
5.533333333333336768e-01,3.313328588250677442e-01,7.932635350513762562e-01,3.144405910962569939e-01,7.420953734611058783e-01,-5.364199960000254341e-01,1.774412271635012750e-01
5.600000000000004974e-01,3.324839597745878894e-01,8.014427860226481792e-01,3.016419850921324697e-01,7.351302865491960992e-01,-5.507935839688761215e-01,1.521685226700024429e-01
5.666666666666673180e-01,3.336328165866624951e-01,8.095770124966714665e-01,2.887322358430761127e-01,7.277199147656974176e-01,-5.646525072369501519e-01,1.266978825196940495e-01
5.733333333333332504e-01,3.347779503901209264e-01,8.176621878673931976e-01,2.757148275183863295e-01,7.198655386339424256e-01,-5.779813271873955882e-01,1.010618827852162588e-01
5.800000000000000711e-01,3.359178712740096828e-01,8.256942146251954329e-01,2.625933979466828494e-01,7.115687747997374579e-01,-5.907649813443579534e-01,7.529354036009078266e-02
5.866666666666668917e-01,3.370510789618770264e-01,8.336689267079661070e-01,2.493717392378673459e-01,7.028315822565303073e-01,-6.029888056101603278e-01,4.942627211613666999e-02
5.933333333333337123e-01,3.381760635279683624e-01,8.415820920055123722e-01,2.360537981930811435e-01,6.936562682881408648e-01,-6.146385564992713491e-01,2.349385276777947104e-02
6.000000000000005329e-01,3.392913061555526966e-01,8.494294150184720227e-01,2.226436764958462378e-01,6.840454941088499607e-01,-6.257004333303112231e-01,-2.469628514696790584e-03
6.066666666666673535e-01,3.403952799375256633e-01,8.572065396726360476e-01,2.091456306777667029e-01,6.740022801806253572e-01,-6.361611003360971850e-01,-2.842981269692614749e-02
6.133333333333332860e-01,3.414864507193508536e-01,8.649090522893302380e-01,1.955640718523755373e-01,6.635300111872817208e-01,-6.460077086505414679e-01,-5.435211662723523490e-02
6.200000000000001066e-01,3.425632779843200693e-01,8.725324847122221117e-01,1.819035652109453616e-01,6.526324406454484528e-01,-6.552279181300814104e-01,-8.020177988437247885e-02
6.266666666666669272e-01,3.436242157810252551e-01,8.800723175906414175e-01,1.681688292743365176e-01,6.413136951323420432e-01,-6.638099189662676203e-01,-1.059439126681359367e-01
6.333333333333337478e-01,3.446677136928458229e-01,8.875239838191931740e-01,1.543647348952354448e-01,6.295782781105075943e-01,-6.717424530451459042e-01,-1.315435446708441147e-01
6.400000000000005684e-01,3.456922178491635966e-01,8.948828721331431035e-01,1.404963040054370560e-01,6.174310733299311904e-01,-6.790148350081717243e-01,-1.569656748636190091e-01
6.466666666666673891e-01,3.466961719779224627e-01,9.021443308587256960e-01,1.265687081031523498e-01,6.048773477882025684e-01,-6.856169729685689385e-01,-1.821753221275134449e-01
6.533333333333333215e-01,3.476780184990536648e-01,9.093036718172027300e-01,1.125872664756702862e-01,5.919227542297418321e-01,-6.915393888363254860e-01,-2.071375766556295406e-01
6.600000000000001421e-01,3.486361996581887612e-01,9.163561743811521332e-01,9.855744415307648998e-02,5.785733331655116274e-01,-6.967732382043789752e-01,-2.318176520485540626e-01
6.666666666666669627e-01,3.495691586999806200e-01,9.232970896811240058e-01,8.448484958912862164e-02,5.648355143950790636e-01,-7.013103297480240972e-01,-2.561809380216926724e-01
6.733333333333337833e-01,3.504753410802488589e-01,9.301216449604400305e-01,7.037523206580641177e-02,5.507161180134090284e-01,-7.051431440891444691e-01,-2.801930536394386384e-01
6.800000000000006040e-01,3.513531957160647146e-01,9.368250480755426768e-01,5.623447881849917562e-02,5.362223548853491950e-01,-7.082648520765646438e-01,-3.038199009875650614e-01
6.866666666666665364e-01,3.522011762727797479e-01,9.434024921389365659e-01,4.206861187925823448e-02,5.213618265713902966e-01,-7.106693324336211814e-01,-3.270277191918128379e-01
6.933333333333333570e-01,3.530177424868986558e-01,9.498491603013718976e-01,2.788378463603059798e-02,5.061425246889914575e-01,-7.123511887239822871e-01,-3.497831386873586079e-01
7.000000000000001776e-01,3.538013615235856557e-01,9.561602306695446973e-01,1.368627810629984703e-02,4.905728296945101596e-01,-7.133057655867930391e-01,-3.720532356407165175e-01
7.066666666666669983e-01,3.545505093674850006e-01,9.623308813551937346e-01,-5.175030759079360734e-04,4.746615090715952667e-01,-7.135291641924094153e-01,-3.938055864226565617e-01
7.133333333333338189e-01,3.552636722454271534e-01,9.683562956510723962e-01,-1.472103496014345175e-02,4.584177149127821593e-01,-7.130182568703006263e-01,-4.150083220279388030e-01
7.200000000000006395e-01,3.559393480794797449e-01,9.742316673288897722e-01,-2.891767886669690743e-02,4.418509808819700568e-01,-7.117707008611495745e-01,-4.356301823350650637e-01
7.266666666666665719e-01,3.565760479686929663e-01,9.799522060538976564e-01,-4.310068626013147802e-02,4.249712185464572523e-01,-7.097849511457784422e-01,-4.556405700968712558e-01
7.333333333333333925e-01,3.571722976977795283e-01,9.855131429104135865e-01,-5.726320390790561043e-02,4.077887130682770200e-01,-7.070602723042604953e-01,-4.750096045506214115e-01
7.400000000000002132e-01,3.577266392708576270e-01,9.909097360321549308e-01,-7.139827932217636397e-02,3.903141182456919545e-01,-7.035967493594661448e-01,-4.937081745343424588e-01
7.466666666666670338e-01,3.582376324682778335e-01,9.961372763308667944e-01,-8.549886648223389840e-02,3.725584508968815545e-01,-6.993952975603191513e-01,-5.117079909944695082e-01
7.533333333333338544e-01,3.587038564244481864e-01,1.001191093316323943e+00,-9.955783183436101025e-02,3.545330845790924390e-01,-6.944576710612235804e-01,-5.289816387684617149e-01
7.600000000000006750e-01,3.591239112244611897e-01,1.006066561000387605e+00,-1.135679605652412105e-01,3.362497426378076026e-01,-6.887864704554530482e-01,-5.455026275249237333e-01
7.666666666666666075e-01,3.594964195172276611e-01,1.010759103877411302e+00,-1.275219631443578749e-01,3.177204905818313829e-01,-6.823851491217783893e-01,-5.612454417429226794e-01
7.733333333333334281e-01,3.598200281427157421e-01,1.015264202972903318e+00,-1.414124821301344648e-01,2.989577277815778644e-01,-6.752580183452482343e-01,-5.761855896116545583e-01
7.800000000000002487e-01,3.600934097707959025e-01,1.019577401951967222e+00,-1.552320992338653283e-01,2.799741784892889607e-01,-6.674102511748271072e-01,-5.902996507313862384e-01
7.866666666666670693e-01,3.603152645490941275e-01,1.023694313278681545e+00,-1.689733426347789225e-01,2.607828821813953368e-01,-6.588478849825337713e-01,-6.035653224966893715e-01
7.933333333333338899e-01,3.604843217571639946e-01,1.027610624417206964e+00,-1.826286945388620464e-01,2.413971832247592542e-01,-6.495778226908197617e-01,-6.159614650434158678e-01
8.000000000000007105e-01,3.605993414641964212e-01,1.031322104065070189e+00,-1.961905989733577216e-01,2.218307198701058858e-01,-6.396078326371650302e-01,-6.274681446416231489e-01
8.066666666666666430e-01,3.606591161874010409e-01,1.034824608408722257e+00,-2.096514698081311523e-01,2.020974125775555075e-01,-6.289465470472526132e-01,-6.380666754177737321e-01
8.133333333333334636e-01,3.606624725481097360e-01,1.038114087391155405e+00,-2.230036989943817993e-01,1.822114516808026052e-01,-6.176034590906256394e-01,-6.477396592910013018e-01
8.200000000000002842e-01,3.606082729225785766e-01,1.041186590981047377e+00,-2.362396650104635065e-01,1.621872843981571610e-01,-6.055889184953845428e-01,-6.564710240100620764e-01
8.266666666666671048e-01,3.604954170843892025e-01,1.044038275432604523e+00,-2.493517415038673801e-01,1.420396012003515285e-01,-5.929141257013070820e-01,-6.642460591797804126e-01
8.333333333333339255e-01,3.603228438352868435e-01,1.046665409525009860e+00,-2.623323061177173510e-01,1.217833215467291896e-01,-5.795911245336976547e-01,-6.710514501683585431e-01
8.400000000000007461e-01,3.600895326212294467e-01,1.049064380770111438e+00,-2.751737494894357372e-01,1.014335790031608286e-01,-5.656327933833500410e-01,-6.768753097898458915e-01
8.466666666666666785e-01,3.597945051303699793e-01,1.051231701576760935e+00,-2.878684844085553918e-01,8.100570575677037977e-02,-5.510528348811819521e-01,-6.817072076593650998e-01
8.533333333333334991e-01,3.594368268696428448e-01,1.053164015359990824e+00,-3.004089551199857211e-01,6.051521654430332131e-02,-5.358657640594071125e-01,-6.855381971223571957e-01
8.600000000000003197e-01,3.590156087165871091e-01,1.054858102583029700e+00,-3.127876467583893261e-01,3.997779201271624283e-02,-5.200868949945148811e-01,-6.883608396631493154e-01
8.666666666666671404e-01,3.585300084430034229e-01,1.056310886719982634e+00,-3.249970948986943831e-01,1.940926153231279164e-02,-5.037323259308308376e-01,-6.901692267025454353e-01
8.733333333333339610e-01,3.579792322070153854e-01,1.057519440126870380e+00,-3.370298952071537624e-01,-1.174414515512042269e-03,-4.868189228870303809e-01,-6.909589986989047583e-01
8.799999999999998934e-01,3.573625360100867177e-01,1.058480989808594730e+00,-3.488787131767773220e-01,-2.175716295213509302e-02,-4.693643017516577753e-01,-6.907273614722910793e-01
8.866666666666667140e-01,3.566792271155371230e-01,1.059192923069315118e+00,-3.605362939304003755e-01,-4.232281649168830734e-02,-4.513868088774513621e-01,-6.894730996767318709e-01
8.933333333333335347e-01,3.559286654250926052e-01,1.059652793033664553e+00,-3.719954720741169840e-01,-6.285513287999737464e-02,-4.329055001880949827e-01,-6.871965873514350731e-01
