x,V,psi_0,density_0,psi_1,density_1,psi_2,density_2,psi_3,density_3,psi_4,density_4,psi_5,density_5
-2.048000000000000043e+00,5.050589022207999079e+01,6.040790715065556121e-03,3.649115246322222984e-05,-3.128993893921302918e-03,9.790602788196798223e-06,-9.414217591663972054e-03,8.862749286319539590e-05,1.649293963803126137e-02,2.720170579037427760e-04,2.855526088313407526e-02,8.154029241038470571e-04,-4.796643944084259814e-02,2.300779312632020290e-03
-2.044000000000000039e+00,4.998538610047999242e+01,6.297396810136178871e-03,3.965720658431331889e-05,-3.261247375255747587e-03,1.063573444261250295e-05,-9.799338498966105732e-03,9.602703501731929255e-05,1.715021319889173737e-02,2.941298127674403344e-04,2.965036267970296013e-02,8.791440070379221089e-04,-4.972295429039789993e-02,2.472372183364998990e-03
-2.040000000000000036e+00,4.946857279999999690e+01,6.563558116901259225e-03,4.308029515394040600e-05,-3.398391195911155092e-03,1.154906272044645028e-05,-1.019805175134979799e-02,1.040002595232086759e-04,1.782981014386093507e-02,3.179021297661262908e-04,3.078054935107721671e-02,9.474422183541000462e-04,-5.153174295233340502e-02,2.655520531705363521e-03
-2.036000000000000032e+00,4.895543463808000695e+01,6.839569922334933459e-03,4.677971672250868802e-05,-3.540574795090008914e-03,1.253566987962665933e-05,-1.061074171017606718e-02,1.125878396400701296e-04,1.853232015284448156e-02,3.434468902475257268e-04,3.194664912309537474e-02,1.020588390194170384e-03,-5.339385469451651128e-02,2.850903719139142884e-03
-2.032000000000000028e+00,4.844595596288000650e+01,7.125734133690842138e-03,5.077608694404677316e-05,-3.687950882240226356e-03,1.360098170981646472e-05,-1.103779971974867477e-02,1.218330226532839225e-04,1.925834167142732173e-02,3.708837239334341067e-04,3.314949790145856751e-02,1.098889211118806060e-03,-5.531033952847842772e-02,3.059233658755563297e-03
-2.028000000000000025e+00,4.794012115328001755e+01,7.422359330245737775e-03,5.509141802728595514e-05,-3.840675458556591561e-03,1.475078797795888469e-05,-1.147962408237961432e-02,1.317817690727500143e-04,2.000848176978498733e-02,4.003393427318181763e-04,3.438993884531204442e-02,1.182667893784302305e-03,-5.728224726407594308e-02,3.281255851622735722e-03
-2.024000000000000021e+00,4.743791461887998651e+01,7.729760811547447749e-03,5.974920220373465887e-05,-3.998907836569974214e-03,1.599126388538075049e-05,-1.193662002630268594e-02,1.424828976523303246e-04,2.078335598819774227e-02,4.319478861321549750e-04,3.566882191770921751e-02,1.272264856997253491e-03,-5.931062652971183513e-02,3.517750419346957376e-03
-2.020000000000000018e+00,4.693932079999999729e+01,8.048260642003068552e-03,6.477449936161564317e-05,-4.162810657740460482e-03,1.732899257219756384e-05,-1.240919966622076182e-02,1.539882363561334534e-04,2.158358816886999168e-02,4.658512782433846949e-04,3.698700341267701502e-02,1.368038421449381059e-03,-6.139652375814198121e-02,3.769533129584092847e-03
-2.016000000000000014e+00,4.644432416768001559e+01,8.378187691642136406e-03,7.019402899638378440e-05,-4.332549907970089514e-03,1.877098870505163210e-05,-1.289778195627435536e-02,1.663527793915963284e-04,2.240981027376505105e-02,5.021995965061456331e-04,3.834534545862393340e-02,1.470365518341211052e-03,-6.354098213794823202e-02,4.037456411055056343e-03
-2.012000000000000011e+00,4.595290922367999542e+01,8.719877672888620701e-03,7.603626663014146996e-05,-4.508294930950593020e-03,2.032472318443481231e-05,-1.340279263522138609e-02,1.796348504227446167e-04,2.326266218817354611e-02,5.411514520810791927e-04,3.974471549785556224e-02,1.579642410005480113e-03,-6.574504053080873489e-02,4.322410354397683563e-03
-2.008000000000000007e+00,4.546506050047999992e+01,9.073673173174845105e-03,8.233154485359286143e-05,-4.690218439261332507e-03,2.199814900798700845e-05,-1.392466416362072266e-02,1.938962720696231934e-04,2.414279150974282806e-02,5.828743818829104292e-04,4.118598574198722301e-02,1.696285421539174727e-03,-6.800973235475121781e-02,4.625323694964894421e-03
-2.004000000000000004e+00,4.498076256127998818e+01,9.439923683229897375e-03,8.911215914520471504e-05,-4.878496523132487377e-03,2.379972832621576789e-05,-1.446383565281514523e-02,2.092025417916465067e-04,2.505085332270441320e-02,6.275452521956507252e-04,4.267003260306891088e-02,1.820731682346963783e-03,-7.033608443363049967e-02,4.947164773454798894e-03
-2.000000000000000000e+00,4.450000000000000000e+01,9.818985620874803519e-03,9.641247862294615139e-05,-5.073308656788626421e-03,2.573846072704641537e-05,-1.502075278551277988e-02,2.256230142434899235e-04,2.598750995704675673e-02,6.753506737676043346e-04,4.419773610026489497e-02,1.953439876388658649e-03,-7.272511581312816886e-02,5.288942470032904561e-03
-1.995999999999999996e+00,4.402275744127999246e+01,1.021122235015657458e-02,1.042690618843371600e-04,-5.274837702287832157e-03,2.782391278547717496e-05,-1.559586772776989060e-02,2.432310901820943796e-04,2.695343073239180737e-02,7.264874282458431368e-04,4.576997924195809475e-02,2.094890999809274727e-03,-7.517783654363055512e-02,5.651707107380833997e-03
-1.991999999999999993e+00,4.354901954048000334e+01,1.061700419565339559e-02,1.127207780905218010e-04,-5.483269910771863126e-03,3.006624891437607627e-05,-1.618963903218216538e-02,2.621044119923562833e-04,2.794929168634548156e-02,7.811629057684206208e-04,4.738764738317872288e-02,2.245589124512485050e-03,-7.769524643040122414e-02,6.036551317880774030e-03
-1.987999999999999989e+00,4.307877098368000190e+01,1.103670845178349701e-02,1.218089334496692822e-04,-5.698794921043130735e-03,3.247626355210698297e-05,-1.680253153209617170e-02,2.823250658870861429e-04,2.897577528710466865e-02,8.395955534887856748e-04,4.905162755828650079e-02,2.406062166116851656e-03,-8.027833375152412798e-02,6.444610869921097752e-03
-1.983999999999999986e+00,4.261199648767999548e+01,1.147071938695084885e-02,1.315774032541700640e-04,-5.921605755384805846e-03,3.506541472220645706e-05,-1.743501622665776310e-02,3.039797908238195271e-04,3.003357013011646870e-02,9.020153347606242123e-04,5.076280778886733958e-02,2.576862654609490821e-03,-8.292807394415639688e-02,6.877065448087470688e-03
-1.979999999999999982e+00,4.214868080000000106e+01,1.191942824236159361e-02,1.420727696248071938e-04,-6.151898812540904614e-03,3.784585899974219448e-05,-1.808757015651954111e-02,3.271601941670163462e-04,3.112337061859928727e-02,9.686641986626894291e-04,5.252207636683731140e-02,2.758568505883890638e-03,-8.564542825969195805e-02,7.335139381786042086e-03
-1.975999999999999979e+00,4.168880869887999552e+01,1.238323322534615363e-02,1.533444651133168940e-04,-6.389873857774015786e-03,4.083048791826378239e-05,-1.876067627003542848e-02,3.519629741090704133e-04,3.224587662774983793e-02,1.039796559492063305e-03,5.433032111278017495e-02,2.951783792217807338e-03,-8.843134238850192119e-02,7.820102316632457015e-03
-1.971999999999999975e+00,4.123236499327999383e+01,1.286253949702326378e-02,1.654449223124834637e-04,-6.635734009919119249e-03,4.403296585039727503e-05,-1.945482327977652443e-02,3.784901488473346211e-04,3.340179315247546188e-02,1.115679785800756559e-03,5.618842860957889290e-02,3.157139509613743778e-03,-9.128674505498171610e-02,8.333269822733229554e-03
-1.967999999999999972e+00,4.077933452287999927e+01,1.335775915414367555e-02,1.784297296201091713e-04,-6.889685725352978629e-03,4.746776939413259742e-05,-2.017050550920916965e-02,4.068492924970374758e-04,3.459182993850691556e-02,1.196594698494583397e-03,5.809728341143673147e-02,3.375294339788801733e-03,-9.421254658370190049e-02,8.876003933786201505e-03
-1.963999999999999968e+00,4.032970215807999637e+01,1.386931120495306195e-02,1.923577932998365623e-04,-7.151938778799715735e-03,5.115022829569916823e-05,-2.090822272938320375e-02,4.371537777014964299e-04,3.581670109676363123e-02,1.282836077454909112e-03,6.005776722841955212e-02,3.606935404463025487e-03,-9.720963743752490671e-02,9.449713610735044345e-03
-1.959999999999999964e+00,3.988345279999999349e+01,1.439762153891575164e-02,2.072915059778507817e-04,-7.422706240894424469e-03,5.509656793861303825e-05,-2.166847998548578069e-02,4.695230248813978425e-04,3.707712470086033107e-02,1.374713176083147258e-03,6.207075808668822275e-02,3.852779009456171275e-03,-1.002788867286177193e-01,1.005585512353094312e-02
-1.955999999999999961e+00,3.944057138048000155e+01,1.494312289014314808e-02,2.232969217099201097e-04,-7.702204452428080064e-03,5.932395342700294387e-05,-2.245178741312424051e-02,5.040827580441240973e-04,3.837382236766227056e-02,1.472550243104897095e-03,6.413712946462728215e-02,4.113571375962360964e-03,-1.034211407033581165e-01,1.069593234438379753e-02
-1.951999999999999957e+00,3.900104286207999849e+01,1.550625479437332983e-02,2.404439377480258662e-04,-7.990652995198580660e-03,6.385053528967604925e-05,-2.325866004420960170e-02,5.409652670521122170e-04,3.970751882081455242e-02,1.576687050905341801e-03,6.625774940511527933e-02,4.390089356231054001e-03,-1.066372212022001081e-01,1.137149694572695685e-02
-1.947999999999999954e+00,3.856485223807999319e+01,1.608746353935112949e-02,2.588064831299519944e-04,-8.288274659394377630e-03,6.869549682955898508e-05,-2.408961760232108257e-02,5.803096762260577784e-04,4.107894143719051372e-02,1.687479429600127799e-03,6.843347960422116460e-02,4.683141130741354415e-03,-1.099279240956326509e-01,1.208414849597517354e-02
-1.943999999999999950e+00,3.813198453247999709e+01,1.668720210846115493e-02,2.784627142086304333e-04,-8.595295407439022817e-03,7.387910314114235735e-05,-2.494518428744128477e-02,6.222622191344075052e-04,4.248881977622376294e-02,1.805299805976423632e-03,7.066517447665127127e-02,4.993566883815566369e-03,-1.132940176974343433e-01,1.283553444602656551e-02
-1.939999999999999947e+00,3.770242479999999574e+01,1.730593011746953472e-02,2.994952172307390847e-04,-8.911944334226939296e-03,7.942275181635964187e-05,-2.582588854996103328e-02,6.669765193950084534e-04,4.393788509210915655e-02,1.930537746367387997e-03,7.295368019831235951e-02,5.322239454477632921e-03,-1.167362411564956959e-01,1.362734999934752007e-02
-1.935999999999999943e+00,3.727615812607999857e+01,1.794411374423397418e-02,3.219912180660065913e-04,-9.238453623682762322e-03,8.534902535693715704e-05,-2.673226285386301124e-02,7.146138772880241373e-04,4.542686982887886998e-02,2.063600502449905536e-03,7.529983372639756367e-02,5.670064959223120038e-03,-1.202553028285489600e-01,1.446133785838601624e-02
-1.931999999999999940e+00,3.685316962688000331e+01,1.860222565124547422e-02,3.460427991798551242e-04,-9.575058501578932041e-03,9.168174530865897862e-05,-2.766484342900350432e-02,7.653435619512784054e-04,4.695650709838155440e-02,2.204913558880357109e-03,7.770446179744382176e-02,6.037983383230405982e-03,-1.238518786292147206e-01,1.533928783998573381e-02
-1.927999999999999936e+00,3.643344444927998893e+01,1.928074490086946827e-02,3.717471239324040156e-04,-9.921997184548605672e-03,9.844602813019046386e-05,-2.862417001242242506e-02,8.193431089000631669e-04,4.852753014121467812e-02,2.354921181606499207e-03,8.016837990385214385e-02,6.426969136408364029e-03,-1.275266103698419196e-01,1.626303635242147202e-02
-1.923999999999999932e+00,3.601696777087998669e+01,1.998015686315859213e-02,3.992066682764233883e-04,-1.027951082523344793e-02,1.056683428060916377e-04,-2.961078557862296262e-02,8.767986225831856653e-04,5.014067177068274456e-02,2.514086965615341604e-03,8.269239124940482022e-02,6.838031570544643271e-03,-1.312801040776867822e-01,1.723446572664827370e-02
-1.919999999999999929e+00,3.560372480000000195e+01,2.070095311611400146e-02,4.285294599155500101e-04,-1.064784345350862360e-02,1.133765702104264496e-04,-3.062523605877347579e-02,9.379050836555991033e-04,5.179666379987778180e-02,2.682894380797569596e-03,8.527728568435710699e-02,7.272215453691457943e-03,-1.351129283020428007e-01,1.825550339435295932e-02
-1.915999999999999925e+00,3.519370077567998578e+01,2.144363133827741769e-02,4.598293249719533505e-04,-1.102724191373009519e-02,1.216000642239257665e-04,-3.166807004879642479e-02,1.002866660615477296e-03,5.349623645200181354e-02,2.861847314528487719e-03,8.792383862072440659e-02,7.730601397803188966e-03,-1.390256124080012645e-01,1.932812090541979541e-02
-1.911999999999999922e+00,3.478688096767999838e+01,2.220869519354123911e-02,4.932261421996216900e-04,-1.141795579795237478e-02,1.303697146039942492e-04,-3.273983850632118664e-02,1.071897025419991456e-03,5.524011775407543928e-02,3.051470609484120428e-03,9.063280992843036898e-02,8.214306235522985875e-03,-1.430186448595875126e-01,2.045433277747281745e-02
-1.907999999999999918e+00,3.438325067647999589e+01,2.299665420806986868e-02,5.288461047655376333e-04,-1.182023737506791329e-02,1.397180116029523970e-04,-3.384109443649021415e-02,1.145219672659449029e-03,5.702903291420145099e-02,3.252310595129072335e-03,9.340494281302480495e-02,8.724483341904433475e-03,-1.470924714940831102e-01,2.163619517023765079e-02
-1.903999999999999915e+00,3.398279523327998675e+01,2.380802363923123152e-02,5.668219896061931200e-04,-1.223434151582263561e-02,1.496791123257813002e-04,-3.497239256662100504e-02,1.223068241833848201e-03,5.886370368257720642e-02,3.464935611230253194e-03,9.624096267572508634e-02,9.262322896750309342e-03,-1.512474937894082716e-01,2.287580437757709417e-02
-1.899999999999999911e+00,3.358549999999999613e+01,2.464332433644369699e-02,6.072934343511581911e-04,-1.266052561366557555e-02,1.602889088142820978e-04,-3.613428900973954250e-02,1.305686842239383834e-03,6.074484769647525706e-02,3.689936521667975308e-03,9.914157595657896449e-02,9.829052083154116853e-03,-1.554840671265016183e-01,2.417529513019846255e-02
-1.895999999999999908e+00,3.319135036928000204e+01,2.550308259384995863e-02,6.504072217887327603e-04,-1.309904950139396430e-02,1.715850978399694751e-04,-3.732734091701454815e-02,1.393330379935028450e-03,6.267317780943737482e-02,3.927927216733352947e-03,1.021074689615911191e-01,1.042593521774229370e-02,-1.598024990486959507e-01,2.553683870220847113e-02
-1.891999999999999904e+00,3.280033176447999210e+01,2.638782999473644753e-02,6.963175718311125258e-04,-1.355017536355899305e-02,1.836072523832010816e-04,-3.855210611913559987e-02,1.486264886221092549e-03,6.464940140495337162e-02,4.179545102018787303e-03,1.051393066746996313e-01,1.105427380803653860e-02,-1.642030475201483597e-01,2.696264081490410205e-02
-1.887999999999999901e+00,3.241242963967999202e+01,2.729810324762357160e-02,7.451864409179165477e-04,-1.401416764460113214e-02,1.963968947709852453e-04,-3.980914275669251295e-02,1.584767847022724042e-03,6.667421969492243194e-02,4.445451571926782412e-03,1.082377315555333175e-01,1.171540653228769248e-02,-1.686859191854415685e-01,2.845493933143732404e-02
-1.883999999999999897e+00,3.202762947967999452e+01,2.823444401395950806e-02,7.971838287774139125e-04,-1.449129295268792271e-02,2.099975714406226469e-04,-4.109900889962780218e-02,1.689128532531685226e-03,6.874832700322155987e-02,4.726332465741882316e-03,1.114033623239242682e-01,1.241070913707554950e-02,-1.732512676325299872e-01,3.001600173627853169e-02
-1.879999999999999893e+00,3.164591679999999485e+01,2.919739872735781228e-02,8.524880924443156444e-04,-1.498181995923124690e-02,2.244549292908197676e-04,-4.242226215584873894e-02,1.799648326419556145e-03,7.087241003473250534e-02,5.022898504131252835e-03,1.146367927321938623e-01,1.314159424792397599e-02,-1.778991916612590318e-01,3.164812239372937624e-02
-1.875999999999999890e+00,3.126727714687998372e+01,3.018751840432674222e-02,9.112862674115657395e-04,-1.548601929406518037e-02,2.398167935761590325e-04,-4.377945926910044305e-02,1.916641053894824762e-03,7.304714713020574179e-02,5.335885703861924755e-03,1.179385903262734070e-01,1.390951108814855210e-02,-1.826297335597378002e-01,3.335361958010082256e-02
-1.871999999999999886e+00,3.089169609727998633e+01,3.120535844644650031e-02,9.737743957712099172e-04,-1.600416343627001498e-02,2.561332472948420701e-04,-4.517115570621668685e-02,2.040433307835272381e-03,7.527320750736717081e-02,5.666055768447157172e-03,1.213092951967635197e-01,1.471594510113551253e-02,-1.874428773908973500e-01,3.513483228457897622e-02
-1.867999999999999883e+00,3.051915925887999492e+01,3.225147843395862607e-02,1.040157861176098418e-03,-1.653652660063234178e-02,2.734567120134210336e-04,-4.659790523388048639e-02,2.171364772185706282e-03,7.755125048870076254e-02,6.014196452361210421e-03,1.247494187210783090e-01,1.556241747124692369e-02,-1.923385472916125383e-01,3.699411677424787465e-02
-1.863999999999999879e+00,3.014965227007998294e+01,3.332644191074040502e-02,1.110651730429954628e-03,-1.708338461973573502e-02,2.918420300658234766e-04,-4.806025948504218798e-02,2.309788541769587644e-03,7.988192471636769432e-02,6.381121896391435920e-03,1.282594422978624582e-01,1.645048453855870937e-02,-1.973166057868142031e-01,3.893384291922904333e-02
-1.859999999999999876e+00,2.978316079999999033e+01,3.443081616064586764e-02,1.185481101488192581e-03,-1.764501482168126870e-02,3.113465480573516684e-04,-4.955876751515836398e-02,2.456071437621516057e-03,8.226586735474979151e-02,6.767672931629287354e-03,1.318398160749097159e-01,1.738173710266602279e-02,-2.023768521210584648e-01,4.095639027442876667e-02
-1.855999999999999872e+00,2.941967054847998497e+01,3.556517197520404211e-02,1.264881457625838951e-03,-1.822169590344178622e-02,3.320302015975071653e-04,-5.109397534843093669e-02,2.610594316906068163e-03,8.470370328113288605e-02,7.174717349538201928e-03,1.354909576718511810e-01,1.835779961083536943e-02,-2.075190206100621382e-01,4.306414391495939215e-02
-1.851999999999999869e+00,2.905916724607998702e+01,3.673008341267400972e-02,1.349099027501990357e-03,-1.881370779985881703e-02,3.539556011784684791e-04,-5.266642551424190882e-02,2.773752376447191116e-03,8.719604426507265860e-02,7.603150135476510578e-03,1.392132508989217254e-01,1.938032922584613169e-02,-2.127427790147499997e-01,4.525949002291874967e-02
-1.847999999999999865e+00,2.870163665407998721e+01,3.792612754846613060e-02,1.438391150822521591e-03,-1.942133154829598848e-02,3.771881191088370319e-04,-5.427665657399521199e-02,2.945955448851417507e-03,8.974348813701307770e-02,8.053893662998206152e-03,1.430070444731503798e-01,2.045101476894561204e-02,-2.180477269403943430e-01,4.754481122387277381e-02
-1.843999999999999861e+00,2.834706456447998590e+01,3.915388421694790400e-02,1.533026649274162262e-03,-2.004484914896786929e-02,4.017959774048779375e-04,-5.592520263859340063e-02,3.127628290167734377e-03,9.234661794675443069e-02,8.527897846203827056e-03,1.468726507333578957e-01,2.157157553344293474e-02,-2.234333942634580406e-01,4.992248167208988147e-02
-1.839999999999999858e+00,2.799543679999998247e+01,4.041393574466310701e-02,1.633286202373758446e-03,-2.068454342096831891e-02,4.278503365339237394e-04,-5.761259287679343366e-02,3.319210857987149599e-03,9.500600111239516921e-02,9.026140247368431499e-03,1.508103443553808209e-01,2.274375996458854327e-02,-2.288992395887807507e-01,5.239486188432205399e-02
-1.835999999999999854e+00,2.764673921407998947e+01,4.170686667500259764e-02,1.739462727846442184e-03,-2.134069785402768066e-02,4.554253848969016475e-04,-5.933935101470183548e-02,3.521158578845995802e-03,9.772218856039768808e-02,9.549626137033920964e-03,1.548203610689760368e-01,2.396934420152811024e-02,-2.344446487397733314e-01,5.496429332271569879e-02
-1.831999999999999851e+00,2.730095769087999358e+01,4.303326348437520182e-02,1.851861766115660063e-03,-2.201359645603349902e-02,4.845984289290906346e-04,-6.110599482668620241e-02,3.733942603759000771e-03,1.004957138574558567e-01,1.009938850371964493e-02,1.589028963778937598e-01,2.525013047728364227e-02,-2.400689332843045642e-01,5.763309272826387664e-02
-1.827999999999999847e+00,2.695807814527998403e+01,4.439371428993763025e-02,1.970801868456612503e-03,-2.270352359635482639e-02,5.154499836902403384e-04,-6.291303561799604926e-02,3.958050050671239189e-03,1.033270923348666021e-01,1.067648801037804872e-02,1.630581042846383499e-01,2.658794537289999385e-02,-2.457713290989841370e-01,6.040354620708116712e-02
-1.823999999999999844e+00,2.661808652287998456e+01,4.578880854895241853e-02,2.096614988332618119e-03,-2.341076384501557597e-02,5.480638638070884673e-04,-6.476097769940269977e-02,4.193984232582533521e-03,1.062168202061347239e-01,1.128201289470234965e-02,1.672860960214675452e-01,2.798463792210366050e-02,-2.515509949745578511e-01,6.327790307269003101e-02
-1.819999999999999840e+00,2.628096879999998592e+01,4.721913674985384057e-02,2.229646875401397697e-03,-2.413560180776799791e-02,5.825272746231338053e-04,-6.665031785418386312e-02,4.442264870063740261e-03,1.091653736785646450e-01,1.191707881038065429e-02,1.715869387892095810e-01,2.944207756305195628e-02,-2.574070112651423714e-01,6.625836944845313325e-02
-1.815999999999999837e+00,2.594671098367998852e+01,4.868529009511195910e-02,2.370257471645206577e-03,-2.487832195712287586e-02,6.189309034022622436e-04,-6.858154479779508816e-02,4.703428286851974414e-03,1.121732080596177794e-01,1.258282860638629957e-02,1.759606545055053817e-01,3.096215193400583127e-02,-2.633383785840318625e-01,6.934710163526688897e-02
-1.811999999999999833e+00,2.561529911167999174e+01,5.018786017599603105e-02,2.518821309045328471e-03,-2.563920845939859222e-02,6.573690104244963228e-04,-7.055513863058592017e-02,4.978027587181197214e-03,1.152407568588385695e-01,1.328043204139794931e-02,1.804072185641090176e-01,3.254676451003819804e-02,-2.693440165488112381e-01,7.254619925064630104e-02
-1.807999999999999829e+00,2.528671925247999042e+01,5.172743863934926856e-02,2.675727908187643719e-03,-2.641854499785694158e-02,6.979395198037919830e-04,-7.257157028393511344e-02,5.266632813476133934e-03,1.183684308861753381e-01,1.401108543045526816e-02,1.849265586069025746e-01,3.419783207819217241e-02,-2.754227625785088951e-01,7.585769814637767505e-02
-1.803999999999999826e+00,2.496095750527998902e+01,5.330461684649781540e-02,2.841382177151938887e-03,-2.721661459199916158e-02,7.407441098494216541e-04,-7.463130096019454651e-02,5.569831083011135206e-03,1.215566173475459977e-01,1.477601122097772085e-02,1.895185533103052600e-01,3.591728204883101738e-02,-2.815733707455148060e-01,7.928356311299113168e-02
-1.799999999999999822e+00,2.463799999999998747e+01,5.491998552442788756e-02,3.016204810003368826e-03,-2.803369941310146496e-02,7.858883027841254577e-04,-7.673478156684747364e-02,5.888226702111794796e-03,1.248056789385197651e-01,1.557645749530487539e-02,1.941830311877760507e-01,3.770704960127280875e-02,-2.877945106849800205e-01,8.282568038040707958e-02
-1.795999999999999819e+00,2.431783289727997754e+01,5.657413440937587162e-02,3.200632684170126932e-03,-2.887008059607492141e-02,8.334815536238616637e-04,-7.888245214530184568e-02,6.222441256455836164e-03,1.281159529370092531e-01,1.641369739695797136e-02,1.989197694101270675e-01,3.956907466217812752e-02,-2.940847665643979147e-01,8.648584992523641879e-02
-1.791999999999999815e+00,2.400044238847998912e+01,5.826765188298765885e-02,3.395119255957035342e-03,-2.972603804774028025e-02,8.836373380157027183e-04,-8.107474129475482350e-02,6.573113676011423274e-03,1.314877502958864408e-01,1.728902847787338465e-02,2.037284926453820366e-01,4.150529871555948269e-02,-3.004426361160492664e-01,9.026577759636078557e-02
-1.787999999999999812e+00,2.368581469567998710e+01,6.000112460121401203e-02,3.600134953410409275e-03,-3.060185025161419464e-02,9.364732388222197623e-04,-8.331206559157965097e-02,6.940900273135670179e-03,1.349213547364575827e-01,1.820377196392102340e-02,2.086088719199269137e-01,4.351766144370446815e-02,-3.068665297349675303e-01,9.416706707158170597e-02
-1.783999999999999808e+00,2.337393607167998510e+01,6.177513711612040576e-02,3.816167565715477151e-03,-3.149779406930874187e-02,9.921110312325809224e-04,-8.559482900469998767e-02,7.326474752343829951e-03,1.384170218437502098e-01,1.915927193609322232e-02,2.135605235027134841e-01,4.560809719875303508e-02,-3.133547696450548758e-01,9.819121165930540240e-02
-1.779999999999999805e+00,2.306479279999998511e+01,6.359027149080062613e-02,4.043722628273731245e-03,-3.241414453865208017e-02,1.050676766172628550e-03,-8.792342230743220577e-02,7.730528190251067036e-03,1.419749781645842923e-01,2.015689442483418678e-02,2.185830078142839694e-01,4.777853130513932955e-02,-3.199055891359441905e-01,1.023395859604155356e-01
-1.775999999999999801e+00,2.275837119487998450e+01,6.544710690759431015e-02,4.283323802574078715e-03,-3.335117466864347124e-02,1.112300851778366033e-03,-9.029822248628883996e-02,8.153768984183318649e-03,1.455954203094167454e-01,2.119802641507572208e-02,2.236758283623943300e-01,5.003087619360328808e-02,-3.265171318731657779e-01,1.066134374066783352e-01
-1.771999999999999797e+00,2.245465760127998323e+01,6.734621926981994300e-02,4.535513249938666683e-03,-3.430915523136181255e-02,1.177118132689681726e-03,-9.271959214725090936e-02,8.596922767952552141e-03,1.492785140589651949e-01,2.228407475965266810e-02,2.288384307060168654e-01,5.236702736799248026e-02,-3.331874512841359603e-01,1.110138776932184795e-01
-1.767999999999999794e+00,2.215363839487998732e+01,6.928818079724578805e-02,4.800851998191820076e-03,-3.528835455095214596e-02,1.245267966913705124e-03,-9.518787892002965323e-02,9.060732293294225873e-03,1.530243934766308544e-01,2.341646499889074237e-02,2.340702014495063821e-01,5.478885920661250020e-02,-3.399145100224363336e-01,1.155418741237929647e-01
-1.763999999999999790e+00,2.185529998207998759e+01,7.127355961553177854e-02,5.079920300268762033e-03,-3.628903828982021906e-02,1.316894300000037927e-03,-9.770341486085104554e-02,9.545957275471568179e-03,1.568331600277569626e-01,2.459664008429202423e-02,2.393704672687138879e-01,5.729822060044242882e-02,-3.466961795128031265e-01,1.201982408887738163e-01
-1.759999999999999787e+00,2.155962879999998805e+01,7.330291933988648811e-02,5.373317983749904304e-03,-3.731146923217070616e-02,1.392145736263221195e-03,-1.002665158543084162e-01,1.005337420156228109e-02,1.607048817067702473e-01,2.582605900438701696e-02,2.447384939708288354e-01,5.989693043110942000e-02,-3.535302395791872221e-01,1.249836302969175167e-01
-1.755999999999999783e+00,2.126661131647998459e+01,7.537681865319396934e-02,5.681664790276490414e-03,-3.835590706502999686e-02,1.471175606781218066e-03,-1.028774810148407465e-01,1.058377609995891748e-02,1.646395921732654588e-01,2.710619531097917256e-02,2.501734855897263521e-01,6.258677289211302119e-02,-3.604143781581869432e-01,1.298985239831525751e-01
-1.751999999999999780e+00,2.097623403007998633e+01,7.749581087887569275e-02,6.005600703774468217e-03,-3.942260815689974801e-02,1.554142033892458611e-03,-1.055365920884054898e-01,1.113797226963449301e-02,1.686372898981045587e-01,2.843853554417735685e-02,2.556745835185877946e-01,6.536949265740332748e-02,-3.673461911000890368e-01,1.349432241157431378e-01
-1.747999999999999776e+00,2.068848347007998001e+01,7.966044354876336553e-02,6.345786266385714663e-03,-4.051182533419278586e-02,1.641207991908144375e-03,-1.082441128549253839e-01,1.171678796774982233e-02,1.726979373206106727e-01,2.982457755479357361e-02,2.612408656815529140e-01,6.824678990204717521e-02,-3.743231820596845116e-01,1.401178446272877132e-01
-1.743999999999999773e+00,2.040334619647998693e+01,8.187125796626844310e-02,6.702902880979274072e-03,-4.162380765560784457e-02,1.732541363751038174e-03,-1.110002885320987426e-01,1.232106405420917150e-02,1.768214600179455476e-01,3.126582872287791276e-02,2.668713457461487915e-01,7.122031518036048281e-02,-3.813427624789481607e-01,1.454223024950754839e-01
-1.739999999999999769e+00,2.012080879999998118e+01,8.412878876514480464e-02,7.077653099090354567e-03,-4.275880018460485182e-02,1.828314993226963937e-03,-1.138053451811730371e-01,1.295165659180594515e-02,1.810077458877661638e-01,3.276380407137012563e-02,2.725649723782241907e-01,7.429166416754211244e-02,-3.884022516635952660e-01,1.508563090973507881e-01
-1.735999999999999766e+00,1.984085790207997846e+01,8.643356346415007052e-02,7.470760893111257593e-03,-4.391704376014718414e-02,1.928706732630682767e-03,-1.166594891152897134e-01,1.360943640064039839e-02,1.852566443452624279e-01,3.432002427406705136e-02,2.783206285411014558e-01,7.746237227151377136e-02,-3.954988769554430017e-01,1.564193616730166492e-01
-1.731999999999999762e+00,1.956348015487998637e+01,8.878610201792172529e-02,7.882971911536803405e-03,-4.509877476588232403e-02,2.033899485383784417e-03,-1.195629063110177220e-01,1.429528856553720188e-02,1.895679655356807825e-01,3.593601355733705427e-02,2.841371308406345220e-01,8.073390912234786054e-02,-4.026297740024155081e-01,1.621107349132361874e-01
-1.727999999999999758e+00,1.928866224127999018e+01,9.118691636439268944e-02,8.315053716046747270e-03,-4.630422489793691032e-02,2.144081243398720388e-03,-1.225157618236999840e-01,1.501011189524158185e-02,1.939414795634425426e-01,3.761329749525720023e-02,2.900132289178393719e-01,8.410767294735110866e-02,-4.097919871279412929e-01,1.679294727142668087e-01
